Type,Questions,Answer,Code,Dataset_Name,Date_Generated
Probability Question,"What is the probability that IMDB_SCORE is less than 4, where CONTENT is 'R' and GENRE is not 'Sci-Fi'?",0.01,"prob <-nrow(df[df$imdb_score < 4 & df$content == 'R' & df$genre != 'Sci-Fi', ]) / nrow(df[df$content == 'R' & df$genre != 'Sci-Fi', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GROSS is not 'High', where IMDB_SCORE is greater than or equal to 3 and COUNTRY is not 'Germany'?",0.72,"prob <-nrow(df[df$Gross != 'High' & df$imdb_score >= 3 & df$country != 'Germany', ]) / nrow(df[df$imdb_score >= 3 & df$country != 'Germany', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GROSS is not 'High', where CONTENT is 'PG-13'?",0.64,"prob <-nrow(df[df$Gross != 'High' & df$content == 'PG-13', ]) / nrow(df[df$content == 'PG-13', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GENRE is not 'History', where BUDGET is not 'Medium'?",0.68,"prob <-nrow(df[df$genre != 'History' & df$Budget != 'Medium', ]) / nrow(df[df$Budget != 'Medium', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is less than 4, where BUDGET is 'Low' and COUNTRY is not 'USA'?",0.01,"prob <-nrow(df[df$imdb_score < 4 & df$Budget == 'Low' & df$country != 'USA', ]) / nrow(df[df$Budget == 'Low' & df$country != 'USA', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is not 'PG-13', where IMDB_SCORE is less than 6?",0.58,"prob <-nrow(df[df$content != 'PG-13' & df$imdb_score < 6, ]) / nrow(df[df$imdb_score < 6, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that GENRE is not 'History'?,0.81,"prob <-nrow(df[df$genre != 'History' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is less than or equal to 4, where BUDGET is not 'Low' and GROSS is not 'Medium'?",0.03,"prob <-nrow(df[df$imdb_score <= 4 & df$Budget != 'Low' & df$Gross != 'Medium', ]) / nrow(df[df$Budget != 'Low' & df$Gross != 'Medium', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GENRE is 'Comedy', where IMDB_SCORE is greater than 5 and GROSS is 'Low'?",0.23,"prob <-nrow(df[df$genre == 'Comedy' & df$imdb_score > 5 & df$Gross == 'Low', ]) / nrow(df[df$imdb_score > 5 & df$Gross == 'Low', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that CONTENT is not 'G'?,0.96,"prob <-nrow(df[df$content != 'G' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that GROSS is not 'Low'?,0.67,"prob <-nrow(df[df$Gross != 'Low' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that COUNTRY is not 'Dominican Republic', where BUDGET is 'High'?",1.0,"prob <-nrow(df[df$country != 'Dominican Republic' & df$Budget == 'High', ]) / nrow(df[df$Budget == 'High', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that IMDB_SCORE is greater than 7?,0.35,"prob <-nrow(df[df$imdb_score > 7 , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GENRE is not 'Drama', where BUDGET is not 'Medium' and GROSS is 'Medium'?",0.85,"prob <-nrow(df[df$genre != 'Drama' & df$Budget != 'Medium' & df$Gross == 'Medium', ]) / nrow(df[df$Budget != 'Medium' & df$Gross == 'Medium', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that GENRE is not 'Action'?,0.83,"prob <-nrow(df[df$genre != 'Action' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is not 'R', where IMDB_SCORE is less than or equal to 2?",0.85,"prob <-nrow(df[df$content != 'R' & df$imdb_score <= 2, ]) / nrow(df[df$imdb_score <= 2, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that IMDB_SCORE is less than 3?,0.01,"prob <-nrow(df[df$imdb_score < 3 , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is 'Medium', where CONTENT is 'PG'?",0.44,"prob <-nrow(df[df$Budget == 'Medium' & df$content == 'PG', ]) / nrow(df[df$content == 'PG', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that COUNTRY is not 'China'?,1.0,"prob <-nrow(df[df$country != 'China' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is less than or equal to 6, where GENRE is not 'Drama'?",0.3,"prob <-nrow(df[df$imdb_score <= 6 & df$genre != 'Drama', ]) / nrow(df[df$genre != 'Drama', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than 4, where COUNTRY is not 'Iran' and GENRE is 'Family'?",0.96,"prob <-nrow(df[df$imdb_score > 4 & df$country != 'Iran' & df$genre == 'Family', ]) / nrow(df[df$country != 'Iran' & df$genre == 'Family', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GROSS is not 'Medium', where GENRE is not 'History'?",0.58,"prob <-nrow(df[df$Gross != 'Medium' & df$genre != 'History', ]) / nrow(df[df$genre != 'History', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that IMDB_SCORE is greater than 8?,0.1,"prob <-nrow(df[df$imdb_score > 8 , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GENRE is 'Drama', where IMDB_SCORE is greater than 8 and COUNTRY is 'South Korea'?",0.17,"prob <-nrow(df[df$genre == 'Drama' & df$imdb_score > 8 & df$country == 'South Korea', ]) / nrow(df[df$imdb_score > 8 & df$country == 'South Korea', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GENRE is not 'Drama', where IMDB_SCORE is less than or equal to 2?",1.0,"prob <-nrow(df[df$genre != 'Drama' & df$imdb_score <= 2, ]) / nrow(df[df$imdb_score <= 2, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is less than 6, where GENRE is not 'Family' and CONTENT is not 'G'?",0.25,"prob <-nrow(df[df$imdb_score < 6 & df$genre != 'Family' & df$content != 'G', ]) / nrow(df[df$genre != 'Family' & df$content != 'G', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GROSS is not 'Medium', where IMDB_SCORE is greater than or equal to 5?",0.62,"prob <-nrow(df[df$Gross != 'Medium' & df$imdb_score >= 5, ]) / nrow(df[df$imdb_score >= 5, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is not 'G', where COUNTRY is not 'Italy' and BUDGET is 'Medium'?",0.96,"prob <-nrow(df[df$content != 'G' & df$country != 'Italy' & df$Budget == 'Medium', ]) / nrow(df[df$country != 'Italy' & df$Budget == 'Medium', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than 4, where CONTENT is 'G'?",0.95,"prob <-nrow(df[df$imdb_score > 4 & df$content == 'G', ]) / nrow(df[df$content == 'G', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that IMDB_SCORE is less than 5?,0.09,"prob <-nrow(df[df$imdb_score < 5 , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that IMDB_SCORE is greater than or equal to 7?,0.36,"prob <-nrow(df[df$imdb_score >= 7 , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GROSS is not 'Medium', where CONTENT is not 'PG-13' and CONTENT is 'G'?",0.68,"prob <-nrow(df[df$Gross != 'Medium' & df$content != 'PG-13' & df$content == 'G', ]) / nrow(df[df$content != 'PG-13' & df$content == 'G', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is less than 5, where CONTENT is 'PG' and GENRE is 'Comedy'?",0.17,"prob <-nrow(df[df$imdb_score < 5 & df$content == 'PG' & df$genre == 'Comedy', ]) / nrow(df[df$content == 'PG' & df$genre == 'Comedy', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is 'Low', where GROSS is 'High' and CONTENT is 'R'?",0.06,"prob <-nrow(df[df$Budget == 'Low' & df$Gross == 'High' & df$content == 'R', ]) / nrow(df[df$Gross == 'High' & df$content == 'R', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GROSS is 'Low', where IMDB_SCORE is greater than 9?",0.62,"prob <-nrow(df[df$Gross == 'Low' & df$imdb_score > 9, ]) / nrow(df[df$imdb_score > 9, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is less than 5, where BUDGET is 'Medium' and GROSS is not 'Medium'?",0.08,"prob <-nrow(df[df$imdb_score < 5 & df$Budget == 'Medium' & df$Gross != 'Medium', ]) / nrow(df[df$Budget == 'Medium' & df$Gross != 'Medium', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GENRE is not 'Comedy', where COUNTRY is not 'Argentina' and CONTENT is 'PG-13'?",0.73,"prob <-nrow(df[df$genre != 'Comedy' & df$country != 'Argentina' & df$content == 'PG-13', ]) / nrow(df[df$country != 'Argentina' & df$content == 'PG-13', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is less than 4, where COUNTRY is not 'Slovakia'?",0.03,"prob <-nrow(df[df$imdb_score < 4 & df$country != 'Slovakia', ]) / nrow(df[df$country != 'Slovakia', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is less than 6, where BUDGET is not 'Medium'?",0.3,"prob <-nrow(df[df$imdb_score < 6 & df$Budget != 'Medium', ]) / nrow(df[df$Budget != 'Medium', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is not 'PG', where IMDB_SCORE is less than 6?",0.76,"prob <-nrow(df[df$content != 'PG' & df$imdb_score < 6, ]) / nrow(df[df$imdb_score < 6, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that COUNTRY is not 'Iceland', where GENRE is not 'Comedy'?",1.0,"prob <-nrow(df[df$country != 'Iceland' & df$genre != 'Comedy', ]) / nrow(df[df$genre != 'Comedy', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is not 'Medium', where CONTENT is 'G'?",0.42,"prob <-nrow(df[df$Budget != 'Medium' & df$content == 'G', ]) / nrow(df[df$content == 'G', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that GROSS is 'High'?,0.28,"prob <-nrow(df[df$Gross == 'High' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is 'Low', where GROSS is 'High' and COUNTRY is not 'Iceland'?",0.04,"prob <-nrow(df[df$Budget == 'Low' & df$Gross == 'High' & df$country != 'Iceland', ]) / nrow(df[df$Gross == 'High' & df$country != 'Iceland', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than 4, where CONTENT is not 'G'?",0.98,"prob <-nrow(df[df$imdb_score > 4 & df$content != 'G', ]) / nrow(df[df$content != 'G', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is not 'Medium', where IMDB_SCORE is less than 2?",0.69,"prob <-nrow(df[df$Budget != 'Medium' & df$imdb_score < 2, ]) / nrow(df[df$imdb_score < 2, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that COUNTRY is not 'Iceland', where GROSS is not 'Low' and CONTENT is not 'PG-13'?",1.0,"prob <-nrow(df[df$country != 'Iceland' & df$Gross != 'Low' & df$content != 'PG-13', ]) / nrow(df[df$Gross != 'Low' & df$content != 'PG-13', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than or equal to 8, where GENRE is not 'Sci-Fi' and GROSS is 'Low'?",0.15,"prob <-nrow(df[df$imdb_score >= 8 & df$genre != 'Sci-Fi' & df$Gross == 'Low', ]) / nrow(df[df$genre != 'Sci-Fi' & df$Gross == 'Low', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is not 'PG', where IMDB_SCORE is greater than 8?",0.83,"prob <-nrow(df[df$content != 'PG' & df$imdb_score > 8, ]) / nrow(df[df$imdb_score > 8, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GROSS is not 'Medium', where COUNTRY is not 'Sweden'?",0.61,"prob <-nrow(df[df$Gross != 'Medium' & df$country != 'Sweden', ]) / nrow(df[df$country != 'Sweden', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is not 'Medium', where IMDB_SCORE is less than 4 and GENRE is not 'History'?",0.48,"prob <-nrow(df[df$Budget != 'Medium' & df$imdb_score < 4 & df$genre != 'History', ]) / nrow(df[df$imdb_score < 4 & df$genre != 'History', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is not 'Low', where IMDB_SCORE is greater than 7?",0.57,"prob <-nrow(df[df$Budget != 'Low' & df$imdb_score > 7, ]) / nrow(df[df$imdb_score > 7, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that CONTENT is 'PG'?,0.19,"prob <-nrow(df[df$content == 'PG' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is not 'G', where IMDB_SCORE is greater than 7 and COUNTRY is not 'Hungary'?",0.96,"prob <-nrow(df[df$content != 'G' & df$imdb_score > 7 & df$country != 'Hungary', ]) / nrow(df[df$imdb_score > 7 & df$country != 'Hungary', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is 'Medium', where IMDB_SCORE is less than 6?",0.48,"prob <-nrow(df[df$Budget == 'Medium' & df$imdb_score < 6, ]) / nrow(df[df$imdb_score < 6, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that CONTENT is 'PG-13'?,0.33,"prob <-nrow(df[df$content == 'PG-13' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than 9, where COUNTRY is not 'France' and GROSS is 'High'?",0.01,"prob <-nrow(df[df$imdb_score > 9 & df$country != 'France' & df$Gross == 'High', ]) / nrow(df[df$country != 'France' & df$Gross == 'High', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is 'High', where IMDB_SCORE is greater than 5 and GROSS is 'Medium'?",0.18,"prob <-nrow(df[df$Budget == 'High' & df$imdb_score > 5 & df$Gross == 'Medium', ]) / nrow(df[df$imdb_score > 5 & df$Gross == 'Medium', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than 5, where COUNTRY is 'Romania'?",0.5,"prob <-nrow(df[df$imdb_score > 5 & df$country == 'Romania', ]) / nrow(df[df$country == 'Romania', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than or equal to 4, where BUDGET is not 'High' and COUNTRY is 'Chile'?",1.0,"prob <-nrow(df[df$imdb_score >= 4 & df$Budget != 'High' & df$country == 'Chile', ]) / nrow(df[df$Budget != 'High' & df$country == 'Chile', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GENRE is not 'Comedy', where IMDB_SCORE is greater than 4 and GROSS is not 'High'?",0.7,"prob <-nrow(df[df$genre != 'Comedy' & df$imdb_score > 4 & df$Gross != 'High', ]) / nrow(df[df$imdb_score > 4 & df$Gross != 'High', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that CONTENT is 'R'?,0.45,"prob <-nrow(df[df$content == 'R' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is not 'G', where IMDB_SCORE is greater than 8?",0.95,"prob <-nrow(df[df$content != 'G' & df$imdb_score > 8, ]) / nrow(df[df$imdb_score > 8, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that COUNTRY is not 'Hong Kong', where BUDGET is not 'Medium' and GENRE is 'Comedy'?",1.0,"prob <-nrow(df[df$country != 'Hong Kong' & df$Budget != 'Medium' & df$genre == 'Comedy', ]) / nrow(df[df$Budget != 'Medium' & df$genre == 'Comedy', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GROSS is not 'Medium', where GENRE is 'History'?",0.75,"prob <-nrow(df[df$Gross != 'Medium' & df$genre == 'History', ]) / nrow(df[df$genre == 'History', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than or equal to 8, where GROSS is 'Medium'?",0.07,"prob <-nrow(df[df$imdb_score >= 8 & df$Gross == 'Medium', ]) / nrow(df[df$Gross == 'Medium', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GENRE is not 'Drama', where BUDGET is 'Medium'?",0.84,"prob <-nrow(df[df$genre != 'Drama' & df$Budget == 'Medium', ]) / nrow(df[df$Budget == 'Medium', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is 'G', where IMDB_SCORE is greater than or equal to 6 and GROSS is 'Low'?",0.02,"prob <-nrow(df[df$content == 'G' & df$imdb_score >= 6 & df$Gross == 'Low', ]) / nrow(df[df$imdb_score >= 6 & df$Gross == 'Low', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that IMDB_SCORE is greater than 3?,0.99,"prob <-nrow(df[df$imdb_score > 3 , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GENRE is not 'Action', where COUNTRY is 'France'?",0.76,"prob <-nrow(df[df$genre != 'Action' & df$country == 'France', ]) / nrow(df[df$country == 'France', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than or equal to 8, where COUNTRY is 'West Germany'?",0.5,"prob <-nrow(df[df$imdb_score >= 8 & df$country == 'West Germany', ]) / nrow(df[df$country == 'West Germany', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is less than or equal to 3, where GROSS is not 'Medium'?",0.01,"prob <-nrow(df[df$imdb_score <= 3 & df$Gross != 'Medium', ]) / nrow(df[df$Gross != 'Medium', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is less than or equal to 5, where GROSS is 'Medium'?",0.11,"prob <-nrow(df[df$imdb_score <= 5 & df$Gross == 'Medium', ]) / nrow(df[df$Gross == 'Medium', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than or equal to 6, where CONTENT is not 'PG' and GROSS is not 'Low'?",0.69,"prob <-nrow(df[df$imdb_score >= 6 & df$content != 'PG' & df$Gross != 'Low', ]) / nrow(df[df$content != 'PG' & df$Gross != 'Low', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that COUNTRY is not 'Spain'?,0.99,"prob <-nrow(df[df$country != 'Spain' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is less than 6, where GENRE is 'Comedy' and GROSS is not 'Medium'?",0.26,"prob <-nrow(df[df$imdb_score < 6 & df$genre == 'Comedy' & df$Gross != 'Medium', ]) / nrow(df[df$genre == 'Comedy' & df$Gross != 'Medium', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that COUNTRY is not 'Ireland'?,1.0,"prob <-nrow(df[df$country != 'Ireland' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is not 'PG-13', where IMDB_SCORE is greater than or equal to 6?",0.71,"prob <-nrow(df[df$content != 'PG-13' & df$imdb_score >= 6, ]) / nrow(df[df$imdb_score >= 6, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than 5, where GENRE is 'Action'?",0.93,"prob <-nrow(df[df$imdb_score > 5 & df$genre == 'Action', ]) / nrow(df[df$genre == 'Action', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that CONTENT is not 'R'?,0.55,"prob <-nrow(df[df$content != 'R' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GROSS is 'Low', where BUDGET is not 'Medium'?",0.38,"prob <-nrow(df[df$Gross == 'Low' & df$Budget != 'Medium', ]) / nrow(df[df$Budget != 'Medium', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that COUNTRY is not 'UK'?,0.91,"prob <-nrow(df[df$country != 'UK' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that IMDB_SCORE is greater than 5?,0.9,"prob <-nrow(df[df$imdb_score > 5 , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is not 'R', where GENRE is not 'Family' and COUNTRY is not 'Sweden'?",0.49,"prob <-nrow(df[df$content != 'R' & df$genre != 'Family' & df$country != 'Sweden', ]) / nrow(df[df$genre != 'Family' & df$country != 'Sweden', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that COUNTRY is not 'Colombia'?,1.0,"prob <-nrow(df[df$country != 'Colombia' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that IMDB_SCORE is less than or equal to 4?,0.03,"prob <-nrow(df[df$imdb_score <= 4 , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that IMDB_SCORE is greater than or equal to 5?,0.91,"prob <-nrow(df[df$imdb_score >= 5 , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is 'Medium', where GENRE is not 'Comedy'?",0.29,"prob <-nrow(df[df$Budget == 'Medium' & df$genre != 'Comedy', ]) / nrow(df[df$genre != 'Comedy', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that CONTENT is 'G'?,0.04,"prob <-nrow(df[df$content == 'G' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than or equal to 6, where BUDGET is not 'Medium'?",0.7,"prob <-nrow(df[df$imdb_score >= 6 & df$Budget != 'Medium', ]) / nrow(df[df$Budget != 'Medium', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that GENRE is not 'Family'?,0.83,"prob <-nrow(df[df$genre != 'Family' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is not 'Low', where COUNTRY is 'Germany'?",0.8,"prob <-nrow(df[df$Budget != 'Low' & df$country == 'Germany', ]) / nrow(df[df$country == 'Germany', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is not 'PG', where GROSS is not 'Medium' and COUNTRY is not 'Aruba'?",0.8,"prob <-nrow(df[df$content != 'PG' & df$Gross != 'Medium' & df$country != 'Aruba', ]) / nrow(df[df$Gross != 'Medium' & df$country != 'Aruba', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is not 'PG', where BUDGET is not 'High'?",0.85,"prob <-nrow(df[df$content != 'PG' & df$Budget != 'High', ]) / nrow(df[df$Budget != 'High', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GROSS is not 'High', where IMDB_SCORE is greater than 5?",0.71,"prob <-nrow(df[df$Gross != 'High' & df$imdb_score > 5, ]) / nrow(df[df$imdb_score > 5, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GENRE is 'Drama', where IMDB_SCORE is less than 4?",0.14,"prob <-nrow(df[df$genre == 'Drama' & df$imdb_score < 4, ]) / nrow(df[df$imdb_score < 4, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GENRE is not 'Sci-Fi', where IMDB_SCORE is less than or equal to 2 and CONTENT is not 'R'?",0.91,"prob <-nrow(df[df$genre != 'Sci-Fi' & df$imdb_score <= 2 & df$content != 'R', ]) / nrow(df[df$imdb_score <= 2 & df$content != 'R', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than 7, where CONTENT is not 'PG-13'?",0.4,"prob <-nrow(df[df$imdb_score > 7 & df$content != 'PG-13', ]) / nrow(df[df$content != 'PG-13', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that GENRE is not 'Drama'?,0.85,"prob <-nrow(df[df$genre != 'Drama' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GROSS is not 'High', where IMDB_SCORE is greater than or equal to 5 and BUDGET is not 'High'?",0.85,"prob <-nrow(df[df$Gross != 'High' & df$imdb_score >= 5 & df$Budget != 'High', ]) / nrow(df[df$imdb_score >= 5 & df$Budget != 'High', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GENRE is 'Comedy', where IMDB_SCORE is greater than or equal to 9?",0.02,"prob <-nrow(df[df$genre == 'Comedy' & df$imdb_score >= 9, ]) / nrow(df[df$imdb_score >= 9, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that GENRE is 'Comedy'?,0.28,"prob <-nrow(df[df$genre == 'Comedy' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than or equal to 7, where BUDGET is 'Low'?",0.58,"prob <-nrow(df[df$imdb_score >= 7 & df$Budget == 'Low', ]) / nrow(df[df$Budget == 'Low', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GROSS is not 'High', where COUNTRY is not 'Romania' and COUNTRY is 'Hungary'?",1.0,"prob <-nrow(df[df$Gross != 'High' & df$country != 'Romania' & df$country == 'Hungary', ]) / nrow(df[df$country != 'Romania' & df$country == 'Hungary', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than 7, where GENRE is not 'Action' and COUNTRY is not 'Dominican Republic'?",0.36,"prob <-nrow(df[df$imdb_score > 7 & df$genre != 'Action' & df$country != 'Dominican Republic', ]) / nrow(df[df$genre != 'Action' & df$country != 'Dominican Republic', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
